chr	start	end	size	chrregionprob
chr16	36202401	36225199	22799	0.00028924303148721
chr16	46423001	46449699	26699	0.000338720983274575
chr16	46467001	88366824	41899824	0.531568582505398
chr16	88366826	90100499	1733674	0.0219945227146172
chr17	137601	294899	157299	0.00201311141529095
chr17	317901	448188	130288	0.00166742484106973
chr17	510901	1061499	550599	0.00704656184812226
chr17	1066101	1307699	241599	0.00309198217930743
chr17	1312001	19025699	17713699	0.226699786164743
chr17	19237401	21783299	2545899	0.0325823961950033
chr17	22054001	22089188	35188	0.000450335758531574
chr17	22089411	22520399	430989	0.00551579397049461
chr17	22527301	22745199	217899	0.00278866975810706
chr17	26629801	26638554	8754	0.000112033625957298
chr17	26638628	26640334	1707	2.18461731218994e-05
chr17	26640621	26643468	2848	3.64486825138661e-05
chr17	26643844	26698590	54747	0.000700651692972833
chr17	26698999	26720420	21422	0.00027415859438625
chr17	26721377	26735204	13828	0.000176970639677578
chr17	26735775	26766799	31025	0.000397057715938447
chr17	26987201	43227599	16240399	0.207844503879743
chr17	43324301	45511499	2187199	0.0279917563011396
chr17	45641301	53104899	7463599	0.0955190836944554
chr17	53107301	81742542	28635242	0.366473611083471
chr17	81792543	81796281	3739	4.7851693791905e-05
chr17	81797728	81798717	990	1.26700125311543e-05
chr17	81799134	83126309	1327176	0.0169851884354013
chr17	83126311	83128870	2560	3.27628606866213e-05
chr17	83128872	83128887	16	2.04767879291383e-07
chr17	83128889	83129590	702	8.98419070390942e-06
chr17	83129592	83130797	1206	1.5434378901588e-05
chr17	83130799	83130997	199	2.54680049868657e-06
chr17	83130999	83131244	246	3.14830614410501e-06
chr17	83131246	83131932	687	8.79222081707375e-06
chr17	83131934	83133009	1076	1.37706398823455e-05
chr17	83133011	83133389	379	4.85043914071463e-06
chr17	83133391	83133685	295	3.77540777443487e-06
chr17	83133687	83247441	113755	0.00145583563179945
chr18	64601	105199	40599	0.000545140241049765
chr18	113201	970999	857799	0.0115180362479925
chr18	976501	2841299	1864799	0.025039458517928
chr18	2861501	15367199	12505699	0.167919401151649
chr18	20940301	46961599	26021299	0.349399177548413
chr18	47031701	47852299	820599	0.0110185358423901
chr18	47854301	52791799	4937499	0.06629792347208
chr18	52793801	54536574	1742774	0.0234009763406799
chr18	54537529	74615899	20078371	0.269600926299333
chr18	74618101	76966199	2348099	0.0315289355616816
chr18	76968501	78436899	1468399	0.0197168251636059
chr18	78438701	79013799	575099	0.00772210171401953
chr18	79040301	79617799	577499	0.00775432754663904
chr18	79621501	80253366	631866	0.00848433664748272
chr18	80253368	80253374	7	9.39920118069006e-08
chr18	80253376	80254022	647	8.68754737700924e-06
chr18	80254024	80255562	1539	2.066481516726e-05
chr18	80255564	80255592	29	3.89395477485731e-07
chr18	80255594	80255599	6	8.05645815487719e-08
chr18	80255601	80255602	2	2.68548605162573e-08
chr18	80255607	80255625	19	2.55121174904444e-07
chr18	80255628	80255637	10	1.34274302581287e-07
chr18	80255639	80255642	4	5.37097210325146e-08
chr18	80255645	80255653	9	1.20846872323158e-07
chr18	80255655	80255656	2	2.68548605162573e-08
chr18	80255658	80256320	663	8.9023862611393e-06
chr18	80256322	80256680	359	4.82044746266819e-06
chr18	80256682	80257399	718	9.64089492533637e-06
chr19	271201	7019099	6747899	0.122911235903543
chr19	7061301	7449399	388099	0.0070691229585578
chr19	7452001	8740099	1288099	0.023462390301947
chr19	8800501	24330099	15529599	0.282867631269589
chr19	27274501	27337599	63099	0.00114933197344502
chr19	27427401	34386799	6959399	0.12676365372924
chr19	34393501	34860599	467099	0.00850808753647752
chr19	34866201	36267899	1401699	0.0255315849355126
chr19	36313701	37264899	951199	0.0173258438930717
chr19	37304301	44393299	7088999	0.129124284226688
chr19	44416701	47902999	3486299	0.0635020350511006
chr19	47959701	50090499	2130799	0.0388119529578072
chr19	50140401	58538699	8398299	0.152972845263021
chr20	67901	26348365	26280465	0.430858133223109
chr20	26348391	26364199	15809	0.000259182485093933
chr20	28916901	28939399	22499	0.000368862466451287
chr20	29264701	29271546	6846	0.000112237541460754
chr20	29271827	29307456	35630	0.000584140169770184
chr20	29307477	29315342	7866	0.00012896004982914
chr20	29315822	29362154	46333	0.000759611745325903
chr20	29362184	29412507	50324	0.000825042657971225
chr20	29413578	29447838	34261	0.000561695940401243
chr20	29447884	29452158	4275	7.00869836027936e-05
chr20	29452179	29538733	86555	0.00141903599198592
chr20	29538784	29540234	1451	2.37885878848312e-05
chr20	29540285	29556103	15819	0.000259346431254407
chr20	29556142	29562970	6829	0.000111958832987948
chr20	29563364	29564411	1048	1.71815576177141e-05
chr20	29565354	29592644	27291	0.000447425466550606
chr20	29592738	29651590	58853	0.000964872338239816
chr20	29651611	29697363	45753	0.00075010286801839
chr20	29697631	29884750	187120	0.00306776055479643
chr20	29884851	29917304	32454	0.000532070869203524
chr20	29917405	29978428	61024	0.0010004650496788
chr20	29978529	30017494	38966	0.000638832608904434
chr20	30017595	30030736	13142	0.000215458044095418
chr20	30030837	30038348	7512	0.000123156355748347
chr20	30088349	30102876	14528	0.000238180981937166
chr20	30102878	30111169	8292	0.000135944156265348
chr20	30111171	30113467	2297	3.7658433060963e-05
chr20	30113469	30115832	2364	3.87568723361413e-05
chr20	30115835	30130575	14741	0.00024167303515527
chr20	30130577	30130646	70	1.1476231233206e-06
chr20	30130648	30130682	35	5.73811561660299e-07
chr20	30130684	30130727	44	7.21363106087232e-07
chr20	30130729	30135044	4316	7.07591628607385e-05
chr20	30135046	30135089	44	7.21363106087232e-07
chr20	30135091	30425128	290038	0.00475506164916656
chr20	30456078	30761898	305821	0.00501381787424326
chr20	30811899	30995399	183501	0.00300842843932076
chr20	31246001	36314371	5068371	0.0830939965309648
chr20	36314720	47893799	11579080	0.189834570782558
chr20	47900201	64334167	16433967	0.269428579101252
chr21	8679601	8706715	27115	0.000787585159914643
chr21	8756716	8886604	129889	0.00377276964175375
chr21	8986605	9159899	173295	0.00503354491194571
chr21	9735301	10013899	278599	0.00809221604156591
chr21	10069601	10094699	25099	0.000729028210536516
chr21	10505101	10650899	145799	0.00423489318570514
chr21	12965809	31784722	18818914	0.546616167881612
chr21	31784743	31785066	324	9.4109382929133e-06
chr21	31785077	38914020	7128944	0.207068061968008
chr21	38914031	41584292	2670262	0.0775607126787385
chr21	41584393	41829695	245303	0.00712509690143985
chr21	41829697	41830238	542	1.57429893665402e-05
chr21	41830240	41830507	268	7.7843563657431e-06
chr21	41830509	42615784	785276	0.0228092098114376
chr21	42615795	43212399	596605	0.0173290519760603
chr21	43280901	43468160	187260	0.00543917378003378
chr21	43468171	46682699	3214529	0.0933695495672232
chr22	10510001	10687699	177699	0.00513104523617884
chr22	11428101	11496899	68799	0.0019865659413045
chr22	11873101	11976899	103799	0.00299718830421177
chr22	15154401	16257999	1103599	0.0318663379737743
chr22	16385801	18175899	1790099	0.0516889737490841
chr22	18947301	20337399	1390099	0.0401390038872867
chr22	20343301	21113499	770199	0.0222394380939662
chr22	21554001	49972699	28418699	0.820587792403729
chr22	49975366	50642799	667434	0.0192721064618472
chr22	50644901	50786599	141699	0.00409154794861707
chrX	329301	362399	33099	0.000225048242690001
chrX	388501	456499	67999	0.000462341927389873
chrX	531801	723799	191999	0.00130544842890231
chrX	739501	864499	124999	0.000849898948246397
chrX	930401	1049099	118699	0.000807063698572781
chrX	1054301	1085099	30799	0.000209409976936142
chrX	1175501	1200599	25099	0.000170654274850489
chrX	1209401	1249199	39799	0.000270603190755593
chrX	1269001	1289499	20499	0.00013937774334277
chrX	1298901	1365299	66399	0.000451463133821971
chrX	1458701	1480899	22199	0.000150936461508666
chrX	1492801	1816199	323399	0.0021988693506663
chrX	1820601	1949345	128745	0.000875368923687248
chrX	2132995	2137388	4394	2.9875886835852e-05
chrX	2137489	2223899	86411	0.00058752964437251
chrX	2521901	2580599	58699	0.00039910893977644
chrX	2751301	3966699	1215399	0.0082637967647719
chrX	3968701	5481199	1512499	0.0102838527454118
chrX	5486101	6933399	1447299	0.00984054190751976
chrX	6938701	7587599	648899	0.00441202391713645
chrX	7591801	9403599	1811799	0.0123188670672075
chrX	9415101	10784999	1369899	0.00931428026867248
chrX	10809701	10966599	156899	0.00106679489500645
chrX	10976801	11218799	241999	0.00164541072789926
chrX	11221101	11840899	619799	0.00421416585912022
chrX	11848001	14085099	2237099	0.0152105863824756
chrX	14109501	14286499	176999	0.00120345973920323
chrX	14289301	16361199	2071899	0.0140873509465897
chrX	16366001	16498099	132099	0.000898173594703964
chrX	16503401	19940199	3436799	0.0233676417846084
chrX	19946301	21340599	1394299	0.00948018187058299
chrX	21345701	25773299	4427599	0.030104334701532
chrX	25776001	26176399	400399	0.0027224112911216
chrX	26181401	30767799	4586399	0.0311840549631463
chrX	30772601	31077599	304999	0.00207376322463542
chrX	31082601	31511399	428799	0.00291550987695187
chrX	31535801	34416799	2880999	0.0195886208689583
chrX	34425901	36465199	2039299	0.0138656955276437
chrX	36471201	37099262	628062	0.00427034802865246
chrX	37285838	37628399	342562	0.00232916330137987
chrX	37633501	42872299	5238799	0.0356198830404585
chrX	42910701	49317499	6406799	0.0435614023450273
chrX	49623501	50019399	395899	0.00269181468421188
chrX	50033701	50056699	22999	0.000156375858292617
chrX	50066101	50228964	162864	0.00110735239727679
chrX	50278965	51202299	923335	0.00627798178688699
chrX	51268101	51427499	159399	0.0010837930099563
chrX	51432401	52174999	742599	0.00504911326545673
chrX	52228101	52442799	214699	0.00145979131264693
chrX	52538101	53761699	1223599	0.0083195505818074
chrX	53789501	55180399	1390899	0.0094570644342512
chrX	55184501	56754899	1570399	0.0106775290876502
chrX	56781101	57712299	931199	0.00633145105727323
chrX	57719701	58467899	748199	0.00508718904294439
chrX	62522801	63129599	606799	0.00412577566138101
chrX	63290601	67311799	4021199	0.0273411211352848
chrX	67323801	67626799	302999	0.00206016473267554
chrX	67632301	68217299	584999	0.00397755209901834
chrX	68230201	70599999	2369799	0.0161128463240135
chrX	70603801	70640599	36799	0.000250205452815776
chrX	70645001	70963599	318599	0.00216623296996259
chrX	70964901	71978799	1013899	0.00689374869981419
chrX	71980501	72489399	508899	0.00346012947994498
chrX	72490801	72743199	252399	0.00171612288609063
chrX	73035801	73380999	345199	0.00234709291302897
chrX	73387001	73886999	499999	0.00339961619072353
chrX	73891301	74659999	768699	0.00522657358553314
chrX	74718101	74788999	70899	0.000482059740731696
chrX	74794001	74952199	158199	0.00107563391478037
chrX	74995201	78802399	3807199	0.0258860824955778
chrX	78804501	79765499	960999	0.00653406858747541
chrX	79789601	80534099	744499	0.00506203183281862
chrX	80537001	82849699	2312699	0.015724609378559
chrX	82859301	83752099	892799	0.00607036001164357
chrX	83756901	86046599	2289699	0.0155682267210204
chrX	86076601	86395499	318899	0.00216827274375657
chrX	86398101	86969999	571899	0.00388848197668114
chrX	86975601	87220499	244899	0.00166512854124108
chrX	87222101	89060199	1838099	0.0124976872364799
chrX	89062701	89202499	139799	0.000950527788749494
chrX	89208401	91332899	2124499	0.0144449912851345
chrX	91336601	93617999	2281399	0.0155117929793869
chrX	93633401	94863599	1230199	0.008364425605275
chrX	94868301	97509599	2641299	0.0179588416075669
chrX	97515001	100135799	2620799	0.0178194570649782
chrX	100141001	100257099	116099	0.00078938565902494
chrX	100261601	101471699	1210099	0.00822776076107822
chrX	101474901	102188699	713799	0.00485329498123449
chrX	102489201	103851799	1362599	0.00926464577301892
chrX	103897801	106755499	2857699	0.0194301984376257
chrX	106769401	106813899	44499	0.000302559646861306
chrX	106830901	107515799	684899	0.00465679677241425
chrX	107517201	109034799	1517599	0.0103185288999095
chrX	109069101	109114899	45799	0.000311398666635227
chrX	109119401	109520799	401399	0.00272921053710154
chrX	109525701	109985899	460199	0.00312900620072195
chrX	109987301	110816699	829399	0.00563928781651544
chrX	110833401	111416099	582699	0.00396191383326448
chrX	111418001	113141699	1723699	0.0117198534963749
chrX	113143601	114281198	1137598	0.00773480862828666
chrX	114331199	114701599	370401	0.00251844751021539
chrX	114724301	115725599	1001299	0.00680807820046696
chrX	115889601	116557599	667999	0.00454188951535328
chrX	116595601	117874099	1278499	0.00869282918610605
chrX	117880001	118008999	128999	0.000877095932166153
chrX	118037801	118070899	33099	0.000225048242690001
chrX	118072701	120879381	2806681	0.0190833145062212
chrX	120929382	121263699	334318	0.00227311031752125
chrX	121268101	121299199	31099	0.000211449750730123
chrX	121300601	122528399	1227799	0.00834810741492314
chrX	122550001	124584299	2034299	0.013831699297744
chrX	124588401	125927599	1339199	0.00910554341708835
chrX	125937101	126463699	526599	0.00358047613378991
chrX	126474201	127116699	642499	0.00436850874286484
chrX	127122601	127362199	239599	0.00162909253754741
chrX	127368301	128784999	1416699	0.00963248498053362
chrX	128788701	129337599	548899	0.00373209931914255
chrX	129357901	129388399	30499	0.00020737020314216
chrX	129408401	130567699	1159299	0.00788235906529732
chrX	130572001	131152199	580199	0.00394491571831464
chrX	131157401	131378299	220899	0.00150194663772255
chrX	131383301	131664299	280999	0.00191058132111688
chrX	131670001	132284599	614599	0.00417880978002454
chrX	132320401	133108599	788199	0.00535915888214195
chrX	133116501	135718599	2602099	0.0176923111651533
chrX	135888701	137074699	1185999	0.00806389893296169
chrX	137079101	137436599	357499	0.00243072363858222
chrX	137439301	138300599	861299	0.00585618376327549
chrX	138302201	139437599	1135399	0.00771985708637678
chrX	139446801	139621499	174699	0.00118782147344937
chrX	139622801	140722399	1099599	0.00747644408029496
chrX	140726101	141000399	274299	0.00186502637305129
chrX	141108301	142477999	1369699	0.00931292041947649
chrX	142483801	142892299	408499	0.00277748518355911
chrX	142911601	143351999	440399	0.00299438113031916
chrX	143356501	144404499	1047999	0.00712560298773011
chrX	144475901	147281699	2805799	0.0190773175712669
chrX	147287101	147653799	366699	0.00249327670159766
chrX	147659901	148123499	463599	0.00315212363705375
chrX	148129001	148347099	218099	0.00148290874897872
chrX	148378701	149437899	1059199	0.00720175454270543
chrX	149441901	150024799	582899	0.00396327368246047
chrX	150026201	152173799	2147599	0.014602053867271
chrX	152175101	153251199	1076099	0.00731666179976639
chrX	153316401	154869999	1553599	0.0105633017551873
chrX	154890201	154938899	48699	0.00033111647997705
chrX	154945101	155299599	354499	0.0024103259006424
chrX	155305101	155453999	148899	0.00101240092716694
chrX	155522001	155700399	178399	0.00121297868357514
chrX	155727501	155983499	255999	0.00174060017161841
chrY	10001	44821	34821	0.00140442799153528
chrY	94822	133871	39050	0.00157499534962961
chrY	222347	222581	235	9.4782050489874e-06
chrY	222583	222862	280	1.12931804838999e-05
chrY	222864	222975	112	4.51727219355995e-06
chrY	222977	222979	3	1.20998362327499e-07
chrY	222981	222989	9	3.62995086982496e-07
chrY	222991	226276	3286	0.000132533539536054
chrY	226352	1949345	1722994	0.0694931507667021
chrY	2132995	2137388	4394	0.000177222268022343
chrY	2137489	4343799	2206311	0.0889866725950487
chrY	4345801	9046914	4701114	0.189609031704959
chrY	9055175	9057608	2434	9.81700046350439e-05
chrY	9107609	9111868	4260	0.000171817674505048
chrY	9112716	9114319	1604	6.46937910577693e-05
chrY	9116372	9403713	287342	0.0115893038093027
chrY	9453714	10246199	792486	0.0319631693891567
chrY	11041201	11072099	30899	0.00124624279918579
chrY	11335301	11486599	151299	0.00610231040726274
chrY	11757801	20207793	8449993	0.340811771559609
chrY	20257794	21739542	1481749	0.0597630674601363
chrY	21741442	21747863	6422	0.000259017160955732
chrY	21748372	21750013	1642	6.62264369805843e-05
chrY	21750315	21789281	38967	0.00157164772827188
chrY	21805282	26637299	4832018	0.194888754912332
